order_id,order_date,product,category,quantity,price,region,revenue,month
1203,2024-04-22,Tablet,Electronics,2,985,North,1970,2024-04
1283,2024-04-22,Smartphone,Electronics,4,209,West,836,2024-04
1281,2024-04-25,Camera,Electronics,3,265,East,795,2024-04
1178,2024-04-25,Tablet,Electronics,4,450,East,1800,2024-04
1279,2024-04-29,Tablet,Electronics,1,899,South,899,2024-04
1177,2024-04-30,Camera,Electronics,3,760,South,2280,2024-04
1009,2024-05-01,Smartphone,Electronics,3,551,South,1653,2024-05
1225,2024-05-02,Tablet,Electronics,3,78,North,234,2024-05
1236,2024-05-03,Headphones,Electronics,1,970,North,970,2024-05
1214,2024-05-05,Laptop,Electronics,3,542,West,1626,2024-05
1171,2024-05-07,Camera,Electronics,3,515,East,1545,2024-05
1249,2024-05-07,Smartwatch,Electronics,5,448,South,2240,2024-05
1253,2024-05-08,Laptop,Electronics,2,110,West,220,2024-05
1100,2024-05-08,Smartphone,Electronics,1,1047,East,1047,2024-05
1208,2024-05-09,Tablet,Electronics,4,88,South,352,2024-05
1215,2024-05-09,Smartwatch,Electronics,2,1181,West,2362,2024-05
1127,2024-05-10,Camera,Electronics,1,856,South,856,2024-05
1276,2024-05-10,Laptop,Electronics,4,1093,South,4372,2024-05
1042,2024-05-10,Camera,Electronics,1,518,East,518,2024-05
1016,2024-05-10,Camera,Electronics,3,104,North,312,2024-05
1163,2024-05-13,Smartphone,Electronics,1,61,North,61,2024-05
1044,2024-05-14,Tablet,Electronics,5,784,West,3920,2024-05
1111,2024-05-14,Headphones,Electronics,2,955,South,1910,2024-05
1101,2024-05-15,Laptop,Electronics,4,637,South,2548,2024-05
1183,2024-05-16,Smartwatch,Electronics,5,384,East,1920,2024-05
1103,2024-05-18,Camera,Electronics,2,76,South,152,2024-05
1267,2024-05-19,Camera,Electronics,2,986,West,1972,2024-05
1148,2024-05-22,Laptop,Electronics,5,91,North,455,2024-05
1260,2024-05-23,Laptop,Electronics,4,613,West,2452,2024-05
1233,2024-05-23,Headphones,Electronics,1,426,West,426,2024-05
1244,2024-05-26,Laptop,Electronics,2,342,West,684,2024-05
1273,2024-05-26,Smartphone,Electronics,3,776,West,2328,2024-05
1245,2024-05-27,Tablet,Electronics,4,481,South,1924,2024-05
1241,2024-05-27,Camera,Electronics,1,425,West,425,2024-05
1017,2024-05-29,Smartwatch,Electronics,5,849,North,4245,2024-05
1255,2024-05-30,Smartwatch,Electronics,1,759,West,759,2024-05
1015,2024-05-31,Camera,Electronics,1,974,North,974,2024-05
1277,2024-05-31,Laptop,Electronics,5,468,West,2340,2024-05
1190,2024-05-31,Headphones,Electronics,3,643,North,1929,2024-05
1290,2024-06-01,Smartphone,Electronics,1,1001,North,1001,2024-06
1092,2024-06-05,Camera,Electronics,4,124,South,496,2024-06
1269,2024-06-08,Tablet,Electronics,1,555,East,555,2024-06
1153,2024-06-08,Camera,Electronics,4,221,East,884,2024-06
1192,2024-06-08,Smartwatch,Electronics,1,421,East,421,2024-06
1219,2024-06-08,Tablet,Electronics,2,595,West,1190,2024-06
1024,2024-06-09,Camera,Electronics,3,362,East,1086,2024-06
1299,2024-06-09,Smartwatch,Electronics,3,1033,North,3099,2024-06
1280,2024-06-09,Laptop,Electronics,5,111,East,555,2024-06
1072,2024-06-10,Headphones,Electronics,4,642,East,2568,2024-06
1105,2024-06-11,Camera,Electronics,3,780,West,2340,2024-06
1296,2024-06-11,Smartphone,Electronics,5,570,North,2850,2024-06
1185,2024-06-13,Laptop,Electronics,1,186,North,186,2024-06
1047,2024-06-15,Smartwatch,Electronics,4,56,East,224,2024-06
1298,2024-06-17,Smartwatch,Electronics,3,1004,West,3012,2024-06
1032,2024-06-18,Tablet,Electronics,3,1056,North,3168,2024-06
1160,2024-06-18,Smartwatch,Electronics,5,1006,South,5030,2024-06
1149,2024-06-19,Headphones,Electronics,5,74,East,370,2024-06
1189,2024-06-20,Headphones,Electronics,5,776,West,3880,2024-06
1121,2024-06-20,Tablet,Electronics,5,78,East,390,2024-06
1217,2024-06-20,Smartphone,Electronics,3,360,East,1080,2024-06
1036,2024-06-23,Tablet,Electronics,4,1193,West,4772,2024-06
1138,2024-06-27,Tablet,Electronics,3,414,East,1242,2024-06
1195,2024-06-28,Tablet,Electronics,5,451,East,2255,2024-06
1224,2024-07-02,Smartphone,Electronics,4,863,North,3452,2024-07
1205,2024-07-05,Laptop,Electronics,3,232,West,696,2024-07
1237,2024-07-05,Smartwatch,Electronics,3,389,West,1167,2024-07
1155,2024-07-05,Laptop,Electronics,5,915,East,4575,2024-07
1090,2024-07-06,Tablet,Electronics,3,659,West,1977,2024-07
1033,2024-07-06,Smartphone,Electronics,3,145,North,435,2024-07
1006,2024-07-07,Laptop,Electronics,2,639,West,1278,2024-07
1035,2024-07-08,Laptop,Electronics,5,1151,South,5755,2024-07
1174,2024-07-08,Laptop,Electronics,5,96,East,480,2024-07
1080,2024-07-08,Headphones,Electronics,4,575,West,2300,2024-07
1069,2024-07-09,Smartphone,Electronics,1,1126,East,1126,2024-07
1022,2024-07-10,Headphones,Electronics,5,1081,South,5405,2024-07
1294,2024-07-12,Camera,Electronics,1,787,East,787,2024-07
1220,2024-07-16,Smartphone,Electronics,5,463,East,2315,2024-07
1231,2024-07-16,Smartwatch,Electronics,5,746,South,3730,2024-07
1182,2024-07-16,Headphones,Electronics,5,440,East,2200,2024-07
1247,2024-07-17,Smartwatch,Electronics,1,998,North,998,2024-07
1235,2024-07-19,Laptop,Electronics,2,975,East,1950,2024-07
1112,2024-07-19,Camera,Electronics,2,971,North,1942,2024-07
1073,2024-07-20,Laptop,Electronics,3,763,East,2289,2024-07
1223,2024-07-21,Headphones,Electronics,1,1112,South,1112,2024-07
1060,2024-07-24,Laptop,Electronics,5,1072,North,5360,2024-07
1134,2024-07-25,Camera,Electronics,1,455,South,455,2024-07
1297,2024-07-26,Headphones,Electronics,3,89,North,267,2024-07
1083,2024-07-26,Laptop,Electronics,4,286,West,1144,2024-07
1275,2024-07-26,Camera,Electronics,1,1172,South,1172,2024-07
1082,2024-07-31,Headphones,Electronics,3,601,South,1803,2024-07
1123,2024-08-01,Tablet,Electronics,1,60,North,60,2024-08
1078,2024-08-02,Smartwatch,Electronics,4,770,North,3080,2024-08
1010,2024-08-02,Smartphone,Electronics,5,1037,North,5185,2024-08
1118,2024-08-03,Smartwatch,Electronics,2,868,West,1736,2024-08
1088,2024-08-04,Tablet,Electronics,3,78,North,234,2024-08
1130,2024-08-05,Smartwatch,Electronics,4,104,South,416,2024-08
1218,2024-08-05,Smartwatch,Electronics,4,788,West,3152,2024-08
1070,2024-08-05,Headphones,Electronics,5,989,North,4945,2024-08
1209,2024-08-07,Tablet,Electronics,2,546,North,1092,2024-08
1145,2024-08-09,Laptop,Electronics,4,1090,North,4360,2024-08
1212,2024-08-11,Tablet,Electronics,5,771,North,3855,2024-08
1213,2024-08-12,Laptop,Electronics,4,65,North,260,2024-08
1186,2024-08-12,Camera,Electronics,4,932,South,3728,2024-08
1175,2024-08-12,Camera,Electronics,1,827,West,827,2024-08
1125,2024-08-14,Smartwatch,Electronics,3,1186,South,3558,2024-08
1287,2024-08-14,Tablet,Electronics,1,1162,North,1162,2024-08
1146,2024-08-18,Tablet,Electronics,3,110,West,330,2024-08
1141,2024-08-18,Smartwatch,Electronics,5,203,West,1015,2024-08
1108,2024-08-18,Camera,Electronics,3,317,West,951,2024-08
1173,2024-08-18,Smartwatch,Electronics,4,538,North,2152,2024-08
1194,2024-08-20,Headphones,Electronics,4,1044,North,4176,2024-08
1271,2024-08-20,Smartwatch,Electronics,3,103,North,309,2024-08
1179,2024-08-20,Smartwatch,Electronics,5,1030,South,5150,2024-08
1188,2024-08-21,Smartwatch,Electronics,2,876,West,1752,2024-08
1028,2024-08-23,Smartwatch,Electronics,4,1127,West,4508,2024-08
1084,2024-08-24,Smartwatch,Electronics,1,543,North,543,2024-08
1147,2024-08-24,Smartwatch,Electronics,5,988,East,4940,2024-08
1232,2024-08-27,Smartphone,Electronics,2,321,South,642,2024-08
1142,2024-08-28,Headphones,Electronics,3,122,East,366,2024-08
1052,2024-08-29,Tablet,Electronics,2,196,West,392,2024-08
1156,2024-08-30,Smartwatch,Electronics,2,573,East,1146,2024-08
1040,2024-08-31,Camera,Electronics,2,214,West,428,2024-08
1221,2024-09-03,Laptop,Electronics,2,300,West,600,2024-09
1089,2024-09-08,Smartwatch,Electronics,2,1182,North,2364,2024-09
1259,2024-09-08,Smartwatch,Electronics,3,275,North,825,2024-09
1079,2024-09-08,Headphones,Electronics,2,1188,North,2376,2024-09
1242,2024-09-08,Headphones,Electronics,5,373,South,1865,2024-09
1027,2024-09-09,Laptop,Electronics,3,377,West,1131,2024-09
1286,2024-09-10,Tablet,Electronics,1,942,North,942,2024-09
1266,2024-09-10,Laptop,Electronics,3,267,South,801,2024-09
1131,2024-09-11,Headphones,Electronics,2,672,South,1344,2024-09
1226,2024-09-11,Smartwatch,Electronics,4,1007,North,4028,2024-09
1128,2024-09-13,Smartphone,Electronics,5,793,South,3965,2024-09
1019,2024-09-14,Camera,Electronics,2,211,West,422,2024-09
1180,2024-09-15,Tablet,Electronics,1,1159,West,1159,2024-09
1240,2024-09-15,Headphones,Electronics,3,52,West,156,2024-09
1067,2024-09-16,Camera,Electronics,5,983,South,4915,2024-09
1107,2024-09-17,Headphones,Electronics,5,659,East,3295,2024-09
1258,2024-09-19,Headphones,Electronics,1,1135,West,1135,2024-09
1058,2024-09-20,Smartphone,Electronics,2,758,North,1516,2024-09
1053,2024-09-21,Laptop,Electronics,4,964,East,3856,2024-09
1254,2024-09-23,Smartwatch,Electronics,4,988,West,3952,2024-09
1199,2024-09-24,Headphones,Electronics,5,237,North,1185,2024-09
1114,2024-09-24,Smartphone,Electronics,2,751,South,1502,2024-09
1074,2024-09-26,Laptop,Electronics,1,681,South,681,2024-09
1077,2024-09-27,Camera,Electronics,5,785,South,3925,2024-09
1003,2024-09-27,Smartwatch,Electronics,5,1092,West,5460,2024-09
1034,2024-09-27,Laptop,Electronics,1,1161,North,1161,2024-09
1048,2024-09-30,Laptop,Electronics,2,379,North,758,2024-09
1023,2024-10-03,Smartwatch,Electronics,2,882,North,1764,2024-10
1228,2024-10-06,Tablet,Electronics,4,367,West,1468,2024-10
1087,2024-10-06,Laptop,Electronics,2,491,North,982,2024-10
1176,2024-10-09,Camera,Electronics,4,1089,West,4356,2024-10
1133,2024-10-09,Headphones,Electronics,3,807,East,2421,2024-10
1164,2024-10-10,Tablet,Electronics,1,265,West,265,2024-10
1158,2024-10-10,Laptop,Electronics,2,1117,East,2234,2024-10
1169,2024-10-12,Laptop,Electronics,3,1025,East,3075,2024-10
1106,2024-10-15,Headphones,Electronics,4,217,South,868,2024-10
1119,2024-10-19,Tablet,Electronics,4,742,South,2968,2024-10
1021,2024-10-20,Smartphone,Electronics,2,104,West,208,2024-10
1227,2024-10-20,Smartwatch,Electronics,4,526,North,2104,2024-10
1200,2024-10-21,Laptop,Electronics,4,1171,North,4684,2024-10
1081,2024-10-22,Smartphone,Electronics,4,570,East,2280,2024-10
1256,2024-10-24,Laptop,Electronics,5,856,North,4280,2024-10
1094,2024-10-27,Tablet,Electronics,2,177,West,354,2024-10
1265,2024-10-30,Headphones,Electronics,2,874,North,1748,2024-10
1076,2024-10-30,Smartphone,Electronics,3,177,South,531,2024-10
1274,2024-10-30,Laptop,Electronics,3,738,North,2214,2024-10
1043,2024-11-02,Smartphone,Electronics,1,959,East,959,2024-11
1187,2024-11-02,Camera,Electronics,2,737,West,1474,2024-11
1248,2024-11-03,Headphones,Electronics,3,634,South,1902,2024-11
1018,2024-11-04,Smartphone,Electronics,4,827,South,3308,2024-11
1068,2024-11-05,Headphones,Electronics,1,954,West,954,2024-11
1295,2024-11-05,Tablet,Electronics,1,219,West,219,2024-11
1025,2024-11-09,Laptop,Electronics,3,808,South,2424,2024-11
1191,2024-11-10,Camera,Electronics,2,1039,North,2078,2024-11
1050,2024-11-11,Smartwatch,Electronics,1,200,North,200,2024-11
1197,2024-11-13,Headphones,Electronics,5,1044,South,5220,2024-11
1184,2024-11-13,Tablet,Electronics,3,678,East,2034,2024-11
1041,2024-11-15,Smartwatch,Electronics,4,231,North,924,2024-11
1222,2024-11-19,Laptop,Electronics,1,808,West,808,2024-11
1229,2024-11-20,Camera,Electronics,4,294,East,1176,2024-11
1238,2024-11-21,Headphones,Electronics,5,438,West,2190,2024-11
1097,2024-11-22,Headphones,Electronics,4,983,East,3932,2024-11
1154,2024-11-22,Camera,Electronics,1,151,West,151,2024-11
1113,2024-11-23,Camera,Electronics,5,1030,North,5150,2024-11
1046,2024-11-24,Smartwatch,Electronics,1,993,North,993,2024-11
1011,2024-11-26,Camera,Electronics,1,1186,West,1186,2024-11
1170,2024-11-26,Smartwatch,Electronics,3,759,East,2277,2024-11
1251,2024-12-03,Smartwatch,Electronics,5,1013,North,5065,2024-12
1085,2024-12-03,Tablet,Electronics,3,53,South,159,2024-12
1293,2024-12-03,Tablet,Electronics,5,970,South,4850,2024-12
1056,2024-12-05,Smartwatch,Electronics,4,563,West,2252,2024-12
1168,2024-12-05,Camera,Electronics,3,423,North,1269,2024-12
1285,2024-12-05,Laptop,Electronics,5,1193,North,5965,2024-12
1211,2024-12-08,Smartphone,Electronics,3,970,West,2910,2024-12
1099,2024-12-09,Camera,Electronics,4,1090,South,4360,2024-12
1020,2024-12-09,Smartphone,Electronics,4,136,North,544,2024-12
1096,2024-12-10,Tablet,Electronics,3,90,North,270,2024-12
1029,2024-12-10,Tablet,Electronics,5,810,South,4050,2024-12
1136,2024-12-11,Laptop,Electronics,4,800,South,3200,2024-12
1054,2024-12-11,Tablet,Electronics,2,749,East,1498,2024-12
1243,2024-12-11,Smartphone,Electronics,5,195,East,975,2024-12
1261,2024-12-11,Smartphone,Electronics,1,821,East,821,2024-12
1172,2024-12-13,Tablet,Electronics,2,1162,North,2324,2024-12
1291,2024-12-14,Tablet,Electronics,4,684,West,2736,2024-12
1239,2024-12-14,Headphones,Electronics,1,626,North,626,2024-12
1002,2024-12-14,Camera,Electronics,2,335,South,670,2024-12
1075,2024-12-16,Laptop,Electronics,3,108,West,324,2024-12
1140,2024-12-17,Headphones,Electronics,4,250,West,1000,2024-12
1246,2024-12-17,Headphones,Electronics,1,754,East,754,2024-12
1132,2024-12-24,Tablet,Electronics,5,713,West,3565,2024-12
1181,2024-12-24,Headphones,Electronics,1,299,South,299,2024-12
1122,2024-12-25,Smartwatch,Electronics,1,198,West,198,2024-12
1063,2024-12-25,Headphones,Electronics,2,1192,East,2384,2024-12
1014,2024-12-25,Camera,Electronics,1,880,West,880,2024-12
1252,2024-12-25,Tablet,Electronics,1,236,South,236,2024-12
1038,2024-12-29,Camera,Electronics,1,540,West,540,2024-12
1292,2024-12-31,Laptop,Electronics,4,1037,East,4148,2024-12
